Index,Record,Symbol,Description,Location,Mean,Peak -logP,Peak Location,Effect Size,Gene_Chr,Gene_Pos_Str,Peak_Chr,Peak_Pos_Str,Gene_Pos,Peak_Pos,Distance_Mb,is_cis,cis_trans,is_pseudogene,is_uncharacterized,is_loc,trans_flag,flag_artifact,norm_logp,norm_es,biol_score,tier,tissue
19227,UNCHAR_LOC120102251,LOC120102251,uncharacterized LOC120102251,Chr4: 59.197471,4.992,37.9,Chr4: 58.304409,0.773,Chr4, 59.197471,Chr4, 58.304409,59.197471,58.304409,0.8930620000000005,True,cis,False,True,True,cis,False,0.11981258366800535,0.1712756467439786,0.3018808806441944,Tier_2_Validate,Adipose
7120,ENSRNOG00000002158,Ibsp,integrin-binding sialoprotein,Chr14: 5.452569,0.984,37.6,Chr14: 5.618685,-0.894,Chr14, 5.452569,Chr14, 5.618685,5.452569,5.618685,0.1661159999999997,True,cis,False,False,False,cis,False,0.1178045515394913,0.20725542670234912,0.4137709923846441,Tier_2_Validate,Adipose
9462,UNCHAR_LOC102548668,LOC102548668,uncharacterized LOC102548668,Chr1: 243.600352,3.561,37.6,Chr1: 243.679443,0.76,Chr1, 243.600352,Chr1, 243.679443,243.600352,243.679443,0.07909100000000535,True,cis,False,True,True,cis,False,0.1178045515394913,0.16741005055010405,0.2998251107313584,Tier_2_Validate,Adipose
13106,UNCHAR_LOC120093125,LOC120093125,uncharacterized LOC120093125,Chr20: 2.624072,7.184,37.6,Chr20: 2.687516,0.53,Chr20, 2.624072,Chr20, 2.687516,2.624072,2.687516,0.06344400000000006,True,cis,False,True,True,cis,False,0.1178045515394913,0.09901873327386262,0.2758881496846739,Tier_2_Validate,Adipose
24278,ENSRNOG00000085155,Or6k6,olfactory receptor family 6 subfamily K member 6,Chr13: 86.149324,2.568,37.6,Chr13: 86.622151,0.716,Chr13, 86.149324,Chr13, 86.622151,86.149324,86.622151,0.47282700000000943,True,cis,False,False,False,cis,False,0.1178045515394913,0.15432649420160569,0.39524586600938394,Tier_2_Validate,Adipose
11360,UNCHAR_LOC103691580,LOC103691580,uncharacterized LOC103691580,Chr9: 0.366431,2.606,37.5,Chr7: 0.798459,0.759,Chr9, 0.366431,Chr7, 0.798459,0.366431,0.798459,inf,False,trans,False,True,True,trans_moderate,True,0.11713520749665328,0.16711269699672912,0.19948676657268383,Tier_3_FlaggedInspect,Adipose
21435,ENSRNOG00000016038,Mgmt,O-6-methylguanine-DNA methyltransferase,Chr1: 191.710979,8.197,37.5,Chr1: 191.587372,0.377,Chr1, 191.710979,Chr1, 191.587372,191.710979,191.587372,0.12360700000002112,True,cis,False,False,False,cis,False,0.11713520749665328,0.05352363960749331,0.35973059648645134,Tier_2_Validate,Adipose
21816,ENSRNOG00000033809,Mlh1,mutL homolog 1,Chr8: 111.233720,8.115,37.4,Chr8: 110.719344,0.372,Chr8, 111.233720,Chr8, 110.719344,111.23372,110.719344,0.5143759999999986,True,cis,False,False,False,cis,False,0.11646586345381525,0.05203687184061849,0.35897595735305177,Tier_2_Validate,Adipose
33389,ENSRNOG00000037428,Zfp605,zinc finger protein 605,Chr12: 46.574881,6.778,37.4,Chr12: 45.311821,-0.461,Chr12, 46.574881,Chr12, 45.311821,46.574881,45.311821,1.2630599999999959,True,cis,False,False,False,cis,False,0.11646586345381525,0.07850133809099019,0.36823852054068185,Tier_2_Validate,Adipose
10698,UNCHAR_LOC102554479,LOC102554479,uncharacterized LOC102554479,Chr3: 163.896383,7.45,37.3,Chr3: 164.153483,-0.307,Chr3, 163.896383,Chr3, 164.153483,163.896383,164.153483,0.2571000000000083,True,cis,False,True,True,cis,False,0.11579651941097723,0.032708890871245906,0.25197689359877806,Tier_2_Validate,Adipose
19638,UNCHAR_LOC120102848,LOC120102848,uncharacterized LOC120102848,Chr5: 46.040830,3.48,37.3,Chr5: 46.108175,-0.659,Chr5, 46.040830,Chr5, 46.108175,46.04083,46.108175,0.0673450000000031,True,cis,False,True,True,cis,False,0.11579651941097723,0.13737734165923282,0.28861085137457354,Tier_2_Validate,Adipose
30651,ENSRNOG00000013238,Tmem14a,transmembrane protein 14A,Chr9: 23.640593,5.247,37.3,Chr9: 21.934821,-0.637,Chr9, 23.640593,Chr9, 21.934821,23.640593,21.934821,1.7057719999999996,True,cis,False,False,False,cis,False,0.11579651941097723,0.13083556348498365,0.38632122901358634,Tier_2_Validate,Adipose
22437,ENSRNOG00000056962_1,Nat8,N-acetyltransferase 8B,Chr4: 118.284670,2.667,37.2,Chr4: 118.133979,-0.677,Chr4, 118.284670,Chr4, 118.133979,118.28467,118.133979,0.150691000000009,True,cis,False,False,False,cis,False,0.11512717536813924,0.14272970561998216,0.3902499083458425,Tier_2_Validate,Adipose
8503,UNCHAR_LOC100360260,LOC100360260,uncharacterized LOC100360260,Chr16: 29.188608,4.682,37.0,Chr4: 80.894921,0.613,Chr16, 29.188608,Chr4, 80.894921,29.188608,80.894921,inf,False,trans,False,True,True,trans_moderate,True,0.11378848728246319,0.12369907820398453,0.1831206479202567,Tier_3_FlaggedInspect,Adipose
29674,ENSRNOG00000014002,St7l,suppression of tumorigenicity 7-like,Chr2: 192.364755,8.503,37.0,Chr2: 192.504908,-0.283,Chr2, 192.364755,Chr2, 192.504908,192.364755,192.504908,0.14015299999999797,True,cis,False,False,False,cis,False,0.11378848728246319,0.025572405590246792,0.3487763125054485,Tier_2_Validate,Adipose
3780,ENSRNOG00000080638,Cyp2d3,"cytochrome P450, family 2, subfamily d, polypeptide 3",Chr7: 113.922067,3.526,36.9,Chr7: 113.822112,1.062,Chr7, 113.922067,Chr7, 113.822112,113.922067,113.822112,0.09995499999999424,True,cis,False,False,False,cis,False,0.11311914323962516,0.25721082366934284,0.4296154884181388,Tier_2_Validate,Adipose
24766,ENSRNOG00000000386,Pbld1,phenazine biosynthesis-like protein domain containing 1,Chr20: 25.566542,2.921,36.9,Chr20: 25.549211,1.024,Chr20, 25.566542,Chr20, 25.549211,25.566542,25.549211,0.017330999999998653,True,cis,False,False,False,cis,False,0.11311914323962516,0.24591138864109424,0.4256606861582518,Tier_2_Validate,Adipose
12772,UNCHAR_LOC108352312,LOC108352312,uncharacterized LOC108352312,Chr11: 34.018286,4.631,36.7,Chr11: 33.611309,0.622,Chr11, 34.018286,Chr11, 33.611309,34.018286,33.611309,0.4069770000000048,True,cis,False,True,True,cis,False,0.11178045515394915,0.1263752601843592,0.2833545003684079,Tier_2_Validate,Adipose
1904,ENSRNOG00000001173,Cabp1,calcium binding protein 1,Chr12: 41.385233,4.165,36.5,Chr12: 40.946310,0.655,Chr12, 41.385233,Chr12, 40.946310,41.385233,40.94631,0.4389230000000026,True,cis,False,False,False,cis,False,0.11044176706827309,0.136187927445733,0.38632039307990207,Tier_2_Validate,Adipose
5931,UNCHAR_Gbp6-ps3,Gbp6-ps3,uncharacterized Gbp6-ps3,Chr14: 4.474086,5.099,36.5,Chr14: 4.330834,0.743,Chr14, 4.474086,Chr14, 4.330834,4.474086,4.330834,0.1432519999999995,True,cis,False,True,False,cis,False,0.11044176706827309,0.16235504014272972,0.295478882523851,Tier_2_Validate,Adipose
17222,UNCHAR_LOC120098966,LOC120098966,uncharacterized LOC120098966,Chr20: 2.681715,2.765,36.5,Chr20: 2.611182,0.735,Chr20, 2.681715,Chr20, 2.611182,2.681715,2.611182,0.07053300000000018,True,cis,False,True,True,cis,False,0.11044176706827309,0.15997621171573,0.2946462925744011,Tier_2_Validate,Adipose
29351,ENSRNOG00000008232,Spaca1,sperm acrosome associated 1,Chr5: 48.540675,0.535,36.5,Chr5: 48.741140,0.677,Chr5, 48.540675,Chr5, 48.741140,48.540675,48.74114,0.20046500000000123,True,cis,False,False,False,cis,False,0.11044176706827309,0.14272970561998216,0.38861001544088936,Tier_2_Validate,Adipose
5575,ENSRNOG00000004461,Flywch2,FLYWCH family member 2,Chr10: 12.807081,4.912,36.4,Chr10: 13.039414,0.437,Chr10, 12.807081,Chr10, 13.039414,12.807081,13.039414,0.23233300000000057,True,cis,False,False,False,cis,False,0.10977242302543506,0.07136485280999108,0.36339804654239916,Tier_2_Validate,Adipose
3484,ENSRNOG00000006779,Crot,carnitine O-octanoyltransferase,Chr4: 25.068269,10.239,36.3,Chr4: 25.286406,0.268,Chr4, 25.068269,Chr4, 25.286406,25.068269,25.286406,0.2181369999999987,True,cis,False,False,False,cis,False,0.10910307898259704,0.021112102289622365,0.3455753134452768,Tier_2_Validate,Adipose
21204,ENSRNOG00000017752,Mccc2,methylcrotonyl-CoA carboxylase subunit 2,Chr2: 31.375977,9.92,36.3,Chr2: 31.327760,0.321,Chr2, 31.375977,Chr2, 31.327760,31.375977,31.32776,0.04821699999999751,True,cis,False,False,False,cis,False,0.10910307898259704,0.03687184061849539,0.35109122186038233,Tier_2_Validate,Adipose
11959,UNCHAR_LOC108348835,LOC108348835,uncharacterized LOC108348835,Chr18: 76.254355,5.104,36.2,Chr18: 77.007959,0.612,Chr18, 76.254355,Chr18, 77.007959,76.254355,77.007959,0.7536039999999957,True,cis,False,True,True,cis,False,0.10843373493975905,0.12340172465060957,0.28114241085662905,Tier_2_Validate,Adipose
7315,ENSRNOG00000023214,Il20rb,interleukin 20 receptor subunit beta,Chr8: 101.010828,7.872,36.1,Chr8: 101.106071,0.491,Chr8, 101.010828,Chr8, 101.106071,101.010828,101.106071,0.09524299999999641,True,cis,False,False,False,cis,False,0.10776439089692103,0.08742194469223907,0.368315217456206,Tier_2_Validate,Adipose
17896,UNCHAR_LOC120100100,LOC120100100,uncharacterized LOC120100100,Chr1: 49.223034,5.3,36.1,Chr1: 49.931211,0.395,Chr1, 49.223034,Chr1, 49.931211,49.223034,49.931211,0.7081769999999992,True,cis,False,True,True,cis,False,0.10776439089692103,0.058876003568242644,0.2583241380628073,Tier_2_Validate,Adipose
8352,ENSRNOG00000014605,Lig4,DNA ligase 4,Chr16: 79.518392,8.637,36.0,Chr16: 79.457688,-0.309,Chr16, 79.518392,Chr16, 79.457688,79.518392,79.457688,0.0607040000000012,True,cis,False,False,False,cis,False,0.107095046854083,0.033303597977995834,0.34913952569122764,Tier_2_Validate,Adipose
12862,UNCHAR_LOC108352578,LOC108352578,uncharacterized LOC108352578,Chr13: 87.408928,6.018,36.0,Chr13: 87.830037,0.6,Chr13, 87.408928,Chr13, 87.830037,87.408928,87.830037,0.4211090000000013,True,cis,False,True,True,cis,False,0.107095046854083,0.11983348201011002,0.27942498510246755,Tier_2_Validate,Adipose
22531,ENSRNOG00000062245,Ndufa10l1,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 10-like 1,Chr6: 59.881251,8.884,36.0,Chr9: 92.945792,0.449,Chr6, 59.881251,Chr9, 92.945792,59.881251,92.945792,inf,False,trans,False,False,False,trans_moderate,True,0.107095046854083,0.07493309545049064,0.2637098498066008,Tier_3_FlaggedInspect,Adipose
24279,ENSRNOG00000022329,Or6k8,olfactory receptor family 6 subfamily K member 8,Chr13: 86.180578,1.257,36.0,Chr13: 86.622151,0.74,Chr13, 86.180578,Chr13, 86.622151,86.180578,86.622151,0.4415730000000053,True,cis,False,False,False,cis,False,0.107095046854083,0.1614629794826048,0.39399530921784076,Tier_2_Validate,Adipose
11143,UNCHAR_LOC102557304,LOC102557304,uncharacterized LOC102557304,Chr14: 83.406041,4.06,35.9,Chr14: 83.449396,-0.767,Chr14, 83.406041,Chr14, 83.449396,83.406041,83.449396,0.04335499999999115,True,cis,False,True,True,cis,False,0.10642570281124497,0.16949152542372883,0.2965710298822408,Tier_2_Validate,Adipose
46,ENSRNOG00000015783,Abca16,"ATP-binding cassette, subfamily A (ABC1), member 16",Chr1: 174.795053,5.348,35.8,Chr1: 174.788504,-0.43,Chr1, 174.795053,Chr1, 174.788504,174.795053,174.788504,0.006549000000006799,True,cis,False,False,False,cis,False,0.10575635876840694,0.06928337793636634,0.3612639078466706,Tier_2_Validate,Adipose
8598,UNCHAR_LOC100362400,LOC100362400,60S ribosomal protein L13-like,Chr10: 39.102737,6.583,35.8,Chr10: 38.923472,0.557,Chr10, 39.102737,Chr10, 38.923472,39.102737,38.923472,0.1792650000000009,True,cis,False,False,True,cis,False,0.10575635876840694,0.10704727921498663,0.3744812732941878,Tier_2_Validate,Adipose
12582,UNCHAR_LOC108351646,LOC108351646,uncharacterized LOC108351646,Chr8: 2.508579,0.533,35.8,Chr1: 178.794376,0.676,Chr8, 2.508579,Chr1, 178.794376,2.508579,178.794376,inf,False,trans,False,True,True,trans_moderate,True,0.10575635876840694,0.1424323520666072,0.18686604879225494,Tier_3_FlaggedInspect,Adipose
21287,ENSRNOG00000005059,Med22,mediator complex subunit 22,Chr3: 10.238835,7.48,35.8,Chr3: 9.367438,0.359,Chr3, 10.238835,Chr3, 9.367438,10.238835,9.367438,0.871397,True,cis,False,False,False,cis,False,0.10575635876840694,0.04817127564674397,0.35387467204530276,Tier_2_Validate,Adipose
20331,UNCHAR_LOC678756,LOC678756,uncharacterized LOC678756,Chr16: 35.983015,2.613,35.7,Chr3: 9.132890,1.119,Chr16, 35.983015,Chr3, 9.132890,35.983015,9.13289,inf,False,trans,False,True,True,trans_moderate,True,0.10508701472556896,0.27415997621171573,0.23273644682804964,Tier_3_FlaggedInspect,Adipose
20426,UNCHAR_LOC685085,LOC685085,uncharacterized LOC685085,Chr4: 120.934258,6.431,35.7,Chr8: 44.681539,-0.455,Chr4, 120.934258,Chr8, 44.681539,120.934258,44.681539,inf,False,trans,False,True,True,trans_moderate,True,0.10508701472556896,0.0767172167707404,0.16363148102370828,Tier_3_FlaggedInspect,Adipose
1116,ENSRNOG00000026937,Arsk,"arylsulfatase family, member K",Chr2: 5.631450,8.07,35.6,Chr2: 2.134674,-0.289,Chr2, 5.631450,Chr2, 2.134674,5.63145,2.134674,3.496776,True,cis,False,False,False,cis,False,0.10441767068273093,0.027356526910496573,0.34612096915762963,Tier_2_Validate,Adipose
4010,ENSRNOG00000008236,Decr1,"2,4-dienoyl-CoA reductase 1",Chr5: 29.439053,11.28,35.6,Chr5: 29.456424,-0.4,Chr5, 29.439053,Chr5, 29.456424,29.439053,29.456424,0.01737099999999714,True,cis,False,False,False,cis,False,0.10441767068273093,0.06036277133511746,0.35767315470624694,Tier_2_Validate,Adipose
12141,UNCHAR_LOC108349848,LOC108349848,thymosin beta 10 like 5,Chr1: 121.498137,3.696,35.5,Chr4: 105.344429,-0.665,Chr1, 121.498137,Chr4, 105.344429,121.498137,105.344429,inf,False,trans,False,False,True,trans_moderate,True,0.1037483266398929,0.13916146297948262,0.28501842636678143,Tier_3_FlaggedInspect,Adipose
1851,ENSRNOG00000010963,C3h11orf91,similar to human chromosome 11 open reading frame 91,Chr3: 90.479195,6.954,35.4,Chr3: 90.111206,0.374,Chr3, 90.479195,Chr3, 90.111206,90.479195,90.111206,0.36798900000000856,True,cis,False,False,False,cis,False,0.10307898259705488,0.05263157894736842,0.3544986965405481,Tier_2_Validate,Adipose
8185,ENSRNOG00000011300,Lama3,laminin subunit alpha 3,Chr18: 3.523167,8.619,35.4,Chr18: 3.385653,0.593,Chr18, 3.523167,Chr18, 3.385653,3.523167,3.385653,0.13751399999999991,True,cis,False,False,False,cis,False,0.10307898259705488,0.11775200713648527,0.37729084640673904,Tier_2_Validate,Adipose
23124,ENSRNOG00000027730,Nxpe1,"neurexophilin and PC-esterase domain family, member 1",Chr8: 48.749249,8.17,35.4,Chr8: 48.395402,-0.333,Chr8, 48.749249,Chr8, 48.395402,48.749249,48.395402,0.3538470000000018,True,cis,False,False,False,cis,False,0.10307898259705488,0.040440083258994945,0.35023167304961744,Tier_2_Validate,Adipose
2706,ENSRNOG00000001072,Cers4,ceramide synthase 4,Chr12: 2.851783,9.152,35.3,Chr12: 3.215309,0.32,Chr12, 2.851783,Chr12, 3.215309,2.851783,3.215309,0.3635259999999998,True,cis,False,False,False,cis,False,0.10240963855421685,0.036574487065120426,0.3486444439667681,Tier_2_Validate,Adipose
4619,UNCHAR_Eef1a1-ps15,Eef1a1-ps15,"eukaryotic translation elongation factor 1 alpha 1, pseudogene 15",Chr13: 68.389827,4.26,35.3,Chr8: 79.364511,0.575,Chr13, 68.389827,Chr8, 79.364511,68.389827,79.364511,inf,False,trans,True,False,False,PSEUDOGENE_TRANS,True,0.10240963855421685,0.11239964317573593,0.17518324860548348,Tier_3_FlaggedInspect,Adipose
15774,UNCHAR_LOC120096930,LOC120096930,uncharacterized LOC120096930,Chr15: 16.631026,4.649,35.2,Chr15: 16.723033,-0.761,Chr15, 16.631026,Chr15, 16.723033,16.631026,16.723033,0.09200700000000239,True,cis,False,True,True,cis,False,0.10174029451137886,0.16770740410347906,0.2943066945152003,Tier_2_Validate,Adipose
18904,UNCHAR_LOC120101717,LOC120101717,uncharacterized LOC120101717,Chr3: 129.961516,6.05,35.2,Chr3: 129.807011,0.554,Chr3, 129.961516,Chr3, 129.807011,129.961516,129.807011,0.15450500000000034,True,cis,False,True,True,cis,False,0.10174029451137886,0.10615521855486175,0.2727634295731842,Tier_2_Validate,Adipose
30569,ENSRNOG00000086479,Tma7b,translation machinery associated 7B,Chr4: 78.331162,5.436,35.2,Chr8: 110.715683,0.524,Chr4, 78.331162,Chr8, 110.715683,78.331162,110.715683,inf,False,trans,False,False,False,trans_moderate,True,0.10174029451137886,0.09723461195361285,0.26964121726274715,Tier_3_FlaggedInspect,Adipose
3013,ENSRNOG00000011424,Cldn23,claudin 23,Chr16: 56.413676,3.786,35.1,Chr16: 56.494473,-0.857,Chr16, 56.413676,Chr16, 56.494473,56.413676,56.494473,0.0807969999999969,True,cis,False,False,False,cis,False,0.10107095046854084,0.19625334522747545,0.40406350349360565,Tier_2_Validate,Adipose
4887,ENSRNOG00000057817,Epb41l1,erythrocyte membrane protein band 4.1-like 1,Chr3: 144.929194,11.432,35.0,Chr3: 145.050063,0.413,Chr3, 144.929194,Chr3, 145.050063,144.929194,145.050063,0.120868999999999,True,cis,False,False,False,cis,False,0.10040160642570281,0.06422836752899196,0.35762049088414316,Tier_2_Validate,Adipose
19770,UNCHAR_LOC120103009,LOC120103009,uncharacterized LOC120103009,Chr5: 148.318267,2.373,35.0,Chr5: 148.359819,0.667,Chr5, 148.318267,Chr5, 148.359819,148.318267,148.359819,0.041551999999995815,True,cis,False,True,True,cis,False,0.10040160642570281,0.13975617008623253,0.2840552217791774,Tier_2_Validate,Adipose
1818,ENSRNOG00000003259,C1qtnf1,C1q and TNF related 1,Chr10: 103.660318,11.351,34.9,Chr10: 103.365367,0.386,Chr10, 103.660318,Chr10, 103.365367,103.660318,103.365367,0.2949509999999975,True,cis,False,False,False,cis,False,0.09973226238286478,0.056199821587867974,0.3545762293897564,Tier_2_Validate,Adipose
4916,ENSRNOG00000017286,Ephx2,epoxide hydrolase 2,Chr15: 40.327631,9.016,34.8,Chr15: 52.133415,-0.797,Chr15, 40.327631,Chr15, 52.133415,40.327631,52.133415,11.805784000000003,False,trans,False,False,False,trans_moderate,True,0.09906291834002676,0.17841213202497772,0.29711626762775156,Tier_3_FlaggedInspect,Adipose
9068,UNCHAR_LOC102546950,LOC102546950,uncharacterized LOC102546950,Chr3: 168.132725,3.458,34.7,Chr3: 168.114441,-0.775,Chr3, 168.132725,Chr3, 168.114441,168.132725,168.114441,0.018283999999994194,True,cis,False,True,True,cis,False,0.09839357429718877,0.17187035385072855,0.29459237485177103,Tier_2_Validate,Adipose
22095,ENSRNOG00000047349,Ms4a6b,"membrane-spanning 4-domains, subfamily A, member 6B",Chr1: 208.281015,8.379,34.7,Chr1: 208.647015,0.598,Chr1, 208.281015,Chr1, 208.647015,208.281015,208.647015,0.36600000000001387,True,cis,False,False,False,cis,False,0.09839357429718877,0.11923877490336009,0.3761713222201921,Tier_2_Validate,Adipose
6094,ENSRNOG00000031469,Glb1l3,"galactosidase, beta 1-like 3",Chr8: 25.220903,1.282,34.6,Chr8: 25.570084,-0.79,Chr8, 25.220903,Chr8, 25.570084,25.220903,25.570084,0.3491810000000015,True,cis,False,False,False,cis,False,0.09772423025435074,0.17633065715135296,0.3959192105919963,Tier_2_Validate,Adipose
8345,ENSRNOG00000010357,Lhx9,LIM homeobox 9,Chr13: 50.409946,2.476,34.5,Chr13: 49.769641,0.593,Chr13, 50.409946,Chr13, 49.769641,50.409946,49.769641,0.6403049999999979,True,cis,False,False,False,cis,False,0.09705488621151272,0.11775200713648527,0.3751824126717993,Tier_2_Validate,Adipose
4577,ENSRNOG00000042253,Ecd,ecdysoneless cell cycle regulator,Chr15: 3.967208,7.353,34.3,Chr15: 4.081199,-0.328,Chr15, 3.967208,Chr15, 4.081199,3.967208,4.081199,0.11399099999999995,True,cis,False,False,False,cis,False,0.09571619812583666,0.03895331549212013,0.3471343297662849,Tier_2_Validate,Adipose
33468,ENSRNOG00000038004,Zfp804a,zinc finger protein 804A,Chr3: 67.033480,2.208,34.3,Chr3: 65.899735,-0.912,Chr3, 67.033480,Chr3, 65.899735,67.03348,65.899735,1.1337449999999905,True,cis,False,False,False,cis,False,0.09571619812583666,0.21260779066309846,0.4079133960761273,Tier_2_Validate,Adipose
503,UNCHAR_Ahsp,Ahsp,alpha hemoglobin stabilizing protein,Chr1: 182.879900,3.725,34.2,Chr1: 231.862988,1.03,Chr1, 182.879900,Chr1, 231.862988,182.8799,231.862988,48.98308800000001,False,trans,False,False,False,trans_moderate,True,0.09504685408299868,0.24769550996134404,0.31995982741552,Tier_3_FlaggedInspect,Adipose
4779,ENSRNOG00000028176,Elmod2,ELMO domain containing 2,Chr19: 24.786165,8.918,34.2,Chr19: 24.890095,-0.302,Chr19, 24.786165,Chr19, 24.890095,24.786165,24.890095,0.1039299999999983,True,cis,False,False,False,cis,False,0.09504685408299868,0.031222123104371093,0.3441941420155794,Tier_2_Validate,Adipose
15123,UNCHAR_LOC120095980,LOC120095980,uncharacterized LOC120095980,Chr12: 36.144502,0.941,34.2,Chr7: 133.200936,-0.683,Chr12, 36.144502,Chr7, 133.200936,36.144502,133.200936,inf,False,trans,False,True,True,trans_moderate,True,0.09504685408299868,0.14451382694023196,0.18384623835813071,Tier_3_FlaggedInspect,Adipose
9487,UNCHAR_LOC102548773,LOC102548773,uncharacterized LOC102548773,Chr6: 36.391240,2.715,34.1,Chr6: 36.489634,0.63,Chr6, 36.391240,Chr6, 36.489634,36.39124,36.489634,0.09839399999999898,True,cis,False,True,True,cis,False,0.09437751004016065,0.1287540886113589,0.27809605952803185,Tier_2_Validate,Adipose
11329,UNCHAR_LOC103691422,LOC103691422,uncharacterized LOC103691422,Chr2: 24.481553,0.933,34.1,Chr2: 24.478320,0.727,Chr2, 24.481553,Chr2, 24.478320,24.481553,24.47832,0.0032330000000015957,True,cis,False,True,True,cis,False,0.09437751004016065,0.1575973832887303,0.28819121266511183,Tier_2_Validate,Adipose
25467,ENSRNOG00000028622,Pnpla1,"patatin like domain 1, omega-hydroxyceramide transacylase",Chr20: 6.917992,4.778,34.1,Chr20: 7.862433,-0.495,Chr20, 6.917992,Chr20, 7.862433,6.917992,7.862433,0.9444410000000003,True,cis,False,False,False,cis,False,0.09437751004016065,0.08861135890573892,0.36404610413106486,Tier_2_Validate,Adipose
26677,ENSRNOG00000004381,Rfk-ps3,"riboflavin kinase, pseudogene 3",Chr3: 86.512352,2.906,34.1,Chr1: 214.758666,1.731,Chr3, 86.512352,Chr1, 214.758666,86.512352,214.758666,inf,False,trans,True,False,False,PSEUDOGENE_TRANS,True,0.09437751004016065,0.456140350877193,0.2926812513210738,Tier_3_FlaggedInspect,Adipose
7192,ENSRNOG00000033984,Ifnlr1,"interferon, lambda receptor 1",Chr5: 147.919546,5.574,34.0,Chr5: 147.994184,0.437,Chr5, 147.919546,Chr5, 147.994184,147.919546,147.994184,0.0746379999999931,True,cis,False,False,False,cis,False,0.09370816599732262,0.07136485280999108,0.3577755565825598,Tier_2_Validate,Adipose
17133,UNCHAR_LOC120098859,LOC120098859,uncharacterized LOC120098859,Chr20: 5.602499,5.067,34.0,Chr20: 4.680142,0.595,Chr20, 5.602499,Chr20, 4.680142,5.602499,4.680142,0.9223569999999999,True,cis,False,True,True,cis,False,0.09370816599732262,0.1183467142432352,0.27421920808419525,Tier_2_Validate,Adipose
3518,ENSRNOG00000028319,Cryz,crystallin zeta,Chr2: 243.552043,6.215,33.9,Chr2: 242.456126,-0.387,Chr2, 243.552043,Chr2, 242.456126,243.552043,242.456126,1.0959169999999858,True,cis,False,False,False,cis,False,0.0930388219544846,0.05649717514124294,0.3523375989835046,Tier_2_Validate,Adipose
23114,ENSRNOG00000048622_2,Nwd1,NACHT and WD repeat domain containing 1,Chr16: 17.242054,6.158,33.8,Chr16: 17.484384,-0.371,Chr16, 17.242054,Chr16, 17.484384,17.242054,17.484384,0.24232999999999905,True,cis,False,False,False,cis,False,0.09236947791164657,0.051739518287243526,0.35043814866961154,Tier_2_Validate,Adipose
28552,ENSRNOG00000023476,Slc16a5,solute carrier family 16 member 5,Chr10: 100.707433,2.455,33.8,Chr10: 100.893592,0.83,Chr10, 100.707433,Chr10, 100.893592,100.707433,100.893592,0.18615900000000352,True,cis,False,False,False,cis,False,0.09236947791164657,0.18822479928635147,0.3982079970192993,Tier_2_Validate,Adipose
4599,ENSRNOG00000028598,Edar,ectodysplasin-A receptor,Chr20: 26.666542,2.726,33.7,Chr20: 26.692945,-0.826,Chr20, 26.666542,Chr20, 26.692945,26.666542,26.692945,0.026403000000001953,True,cis,False,False,False,cis,False,0.09170013386880858,0.1870353850728516,0.397557431629581,Tier_2_Validate,Adipose
12342,UNCHAR_LOC108350743,LOC108350743,uncharacterized LOC108350743,Chr4: 143.321780,0.558,33.7,Chr4: 139.912263,-1.128,Chr4, 143.321780,Chr4, 139.912263,143.32178,139.912263,3.409516999999994,True,cis,False,True,True,cis,False,0.09170013386880858,0.27683615819209034,0.3289877022213146,Tier_2_Validate,Adipose
25206,ENSRNOG00000085391,Pilrb2,paired immunoglobin like type 2 receptor beta 2,Chr12: 17.779526,2.954,33.7,Chr12: 19.032032,0.744,Chr12, 17.779526,Chr12, 19.032032,17.779526,19.032032,1.2525060000000003,True,cis,False,False,False,cis,False,0.09170013386880858,0.16265239369610465,0.3890233846477196,Tier_2_Validate,Adipose
8910,UNCHAR_LOC100912622,LOC100912622,uncharacterized LOC100912622,Chr2: 223.868545,7.371,33.6,Chr2: 223.720312,-0.284,Chr2, 223.868545,Chr2, 223.720312,223.868545,223.720312,0.14823300000000472,True,cis,False,True,True,cis,False,0.09103078982597056,0.025869759143621756,0.24091519213935733,Tier_2_Validate,Adipose
8854,ENSRNOG00000089910,LOC100911962,uncharacterized LOC100911962,Chr11: 78.249721,1.975,33.5,Chr11: 78.236644,-0.964,Chr11, 78.249721,Chr11, 78.236644,78.249721,78.236644,0.013076999999995564,True,cis,False,True,True,cis,False,0.09036144578313253,0.22807017543859645,0.31145106742760514,Tier_2_Validate,Adipose
27656,UNCHAR_Rps2-ps18,Rps2-ps18,"ribosomal protein S2, pseudogene 18",Chr10: 63.283053,9.646,33.5,Chr10: 13.286123,0.448,Chr10, 63.283053,Chr10, 13.286123,63.283053,13.286123,49.996930000000006,False,trans,True,False,False,PSEUDOGENE_TRANS,True,0.09036144578313253,0.07463574189711566,0.15774901568808686,Tier_3_FlaggedInspect,Adipose
12459,UNCHAR_LOC108351200,LOC108351200,uncharacterized LOC108351200,Chr6: 31.393356,7.658,33.4,Chr6: 31.417411,-0.54,Chr6, 31.393356,Chr6, 31.417411,31.393356,31.417411,0.024055000000000604,True,cis,False,True,True,cis,False,0.0896921017402945,0.10199226880761227,0.26708952969176736,Tier_2_Validate,Adipose
