"Index","Record","Symbol","Description","Location","Mean","Peak -logP","Peak Location","Effect Size"
"11531","UNCHAR_LOC103692665","LOC103692665","uncharacterized LOC103692665","Chr6: 96.385027","6.067","39.0","Chr6: 96.215505","0.993"
"27759","UNCHAR_RT1-CE13","RT1-CE13","RT1 class I, locus CE13","Chr20: 3.318049","8.804","39.0","Chr20: 3.601132","0.550"
"28328","ENSRNOG00000014603","Sgcg","sarcoglycan, gamma","Chr15: 35.435071","10.130","38.8","Chr15: 35.414731","0.440"
"9639","UNCHAR_LOC102549526","LOC102549526","uncharacterized LOC102549526","Chr4: 104.672362","6.775","38.7","Chr4: 104.785882","0.506"
"8812","UNCHAR_LOC100911312","LOC100911312","uncharacterized LOC100911312","Chr16: 64.775086","1.321","38.5","Chr16: 64.696515","0.901"
"2530","ENSRNOG00000033837","Cdh9","cadherin 9","Chr2: 66.280421","2.610","38.4","Chr2: 66.085261","-0.901"
"14032","UNCHAR_LOC120094466","LOC120094466","uncharacterized LOC120094466","Chr8: 73.623017","1.347","38.4","Chr4: 119.127967","0.887"
"19016","UNCHAR_LOC120101877","LOC120101877","uncharacterized LOC120101877","Chr3: 5.387811","6.572","38.4","Chr3: 8.469538","0.877"
"26109","ENSRNOG00000046946","Ptchd3","patched domain containing 3","Chr10: 107.097550","1.813","38.4","Chr10: 104.734659","-1.091"
"31978","ENSRNOG00000027784","Tsku","tsukushi, small leucine rich proteoglycan","Chr1: 152.671681","8.409","38.3","Chr1: 152.301954","0.548"
"5892","UNCHAR_Gas2","Gas2","growth arrest-specific 2","Chr1: 101.452360","5.193","38.2","Chr1: 101.230005","0.590"
"18828","UNCHAR_LOC120101602","LOC120101602","uncharacterized LOC120101602","Chr3: 79.342516","2.200","38.2","Chr3: 79.134092","-0.818"
"2255","ENSRNOG00000037206","Ccdc77","coiled-coil domain containing 77","Chr4: 153.565907","7.281","38.1","Chr4: 153.708588","-0.535"
"21143","ENSRNOG00000018297","Marveld2","MARVEL domain containing 2","Chr2: 31.764149","3.467","38.1","Chr2: 31.925135","-0.660"
"22776","ENSRNOG00000023143","Nlrp1a","NLR family, pyrin domain containing 1A","Chr10: 55.833638","8.908","38.1","Chr10: 55.177413","-0.438"
"25204","ENSRNOG00000089133","Pilra","paired immunoglobin-like type 2 receptor alpha","Chr12: 17.787168","6.101","38.1","Chr12: 19.031953","0.655"
"25558","ENSRNOG00000012146","Pomt2","protein-O-mannosyltransferase 2","Chr6: 106.794848","7.970","38.1","Chr6: 106.786871","-0.437"
"10277","ENSRNOG00000090849","LOC102552389","uncharacterized LOC102552389","Chr15: 51.149509","3.926","38.0","Chr15: 50.896269","0.615"
"27103","UNCHAR_RGD1565648","RGD1565648","uncharacterized RGD1565648","Chr3: 138.989651","1.463","38.0","Chr3: 138.848480","0.865"
"11167","UNCHAR_LOC103690066","LOC103690066","uncharacterized LOC103690066","Chr6: 101.227471","3.688","37.9","Chr6: 100.909467","-0.528"
"19227","UNCHAR_LOC120102251","LOC120102251","uncharacterized LOC120102251","Chr4: 59.197471","4.992","37.9","Chr4: 58.304409","0.773"
"7120","ENSRNOG00000002158","Ibsp","integrin-binding sialoprotein","Chr14: 5.452569","0.984","37.6","Chr14: 5.618685","-0.894"
"9462","UNCHAR_LOC102548668","LOC102548668","uncharacterized LOC102548668","Chr1: 243.600352","3.561","37.6","Chr1: 243.679443","0.760"
"13106","UNCHAR_LOC120093125","LOC120093125","uncharacterized LOC120093125","Chr20: 2.624072","7.184","37.6","Chr20: 2.687516","0.530"
"24278","ENSRNOG00000085155","Or6k6","olfactory receptor family 6 subfamily K member 6","Chr13: 86.149324","2.568","37.6","Chr13: 86.622151","0.716"
"11360","UNCHAR_LOC103691580","LOC103691580","uncharacterized LOC103691580","Chr9: 0.366431","2.606","37.5","Chr7: 0.798459","0.759"
"21435","ENSRNOG00000016038","Mgmt","O-6-methylguanine-DNA methyltransferase","Chr1: 191.710979","8.197","37.5","Chr1: 191.587372","0.377"
"21816","ENSRNOG00000033809","Mlh1","mutL homolog 1","Chr8: 111.233720","8.115","37.4","Chr8: 110.719344","0.372"
"33389","ENSRNOG00000037428","Zfp605","zinc finger protein 605","Chr12: 46.574881","6.778","37.4","Chr12: 45.311821","-0.461"
"10698","UNCHAR_LOC102554479","LOC102554479","uncharacterized LOC102554479","Chr3: 163.896383","7.450","37.3","Chr3: 164.153483","-0.307"
"19638","UNCHAR_LOC120102848","LOC120102848","uncharacterized LOC120102848","Chr5: 46.040830","3.480","37.3","Chr5: 46.108175","-0.659"
"30651","ENSRNOG00000013238","Tmem14a","transmembrane protein 14A","Chr9: 23.640593","5.247","37.3","Chr9: 21.934821","-0.637"
"22437","ENSRNOG00000056962_1","Nat8","N-acetyltransferase 8B","Chr4: 118.284670","2.667","37.2","Chr4: 118.133979","-0.677"
"8503","UNCHAR_LOC100360260","LOC100360260","uncharacterized LOC100360260","Chr16: 29.188608","4.682","37.0","Chr4: 80.894921","0.613"
"29674","ENSRNOG00000014002","St7l","suppression of tumorigenicity 7-like","Chr2: 192.364755","8.503","37.0","Chr2: 192.504908","-0.283"
"3780","ENSRNOG00000080638","Cyp2d3","cytochrome P450, family 2, subfamily d, polypeptide 3","Chr7: 113.922067","3.526","36.9","Chr7: 113.822112","1.062"
"24766","ENSRNOG00000000386","Pbld1","phenazine biosynthesis-like protein domain containing 1","Chr20: 25.566542","2.921","36.9","Chr20: 25.549211","1.024"
"12772","UNCHAR_LOC108352312","LOC108352312","uncharacterized LOC108352312","Chr11: 34.018286","4.631","36.7","Chr11: 33.611309","0.622"
"1904","ENSRNOG00000001173","Cabp1","calcium binding protein 1","Chr12: 41.385233","4.165","36.5","Chr12: 40.946310","0.655"
"5931","UNCHAR_Gbp6-ps3","Gbp6-ps3","uncharacterized Gbp6-ps3","Chr14: 4.474086","5.099","36.5","Chr14: 4.330834","0.743"
"17222","UNCHAR_LOC120098966","LOC120098966","uncharacterized LOC120098966","Chr20: 2.681715","2.765","36.5","Chr20: 2.611182","0.735"
"29351","ENSRNOG00000008232","Spaca1","sperm acrosome associated 1","Chr5: 48.540675","0.535","36.5","Chr5: 48.741140","0.677"
"5575","ENSRNOG00000004461","Flywch2","FLYWCH family member 2","Chr10: 12.807081","4.912","36.4","Chr10: 13.039414","0.437"
"3484","ENSRNOG00000006779","Crot","carnitine O-octanoyltransferase","Chr4: 25.068269","10.239","36.3","Chr4: 25.286406","0.268"
"21204","ENSRNOG00000017752","Mccc2","methylcrotonyl-CoA carboxylase subunit 2","Chr2: 31.375977","9.920","36.3","Chr2: 31.327760","0.321"
"11959","UNCHAR_LOC108348835","LOC108348835","uncharacterized LOC108348835","Chr18: 76.254355","5.104","36.2","Chr18: 77.007959","0.612"
"7315","ENSRNOG00000023214","Il20rb","interleukin 20 receptor subunit beta","Chr8: 101.010828","7.872","36.1","Chr8: 101.106071","0.491"
"17896","UNCHAR_LOC120100100","LOC120100100","uncharacterized LOC120100100","Chr1: 49.223034","5.300","36.1","Chr1: 49.931211","0.395"
"8352","ENSRNOG00000014605","Lig4","DNA ligase 4","Chr16: 79.518392","8.637","36.0","Chr16: 79.457688","-0.309"
"12862","UNCHAR_LOC108352578","LOC108352578","uncharacterized LOC108352578","Chr13: 87.408928","6.018","36.0","Chr13: 87.830037","0.600"
"22531","ENSRNOG00000062245","Ndufa10l1","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 10-like 1","Chr6: 59.881251","8.884","36.0","Chr9: 92.945792","0.449"
"24279","ENSRNOG00000022329","Or6k8","olfactory receptor family 6 subfamily K member 8","Chr13: 86.180578","1.257","36.0","Chr13: 86.622151","0.740"
"11143","UNCHAR_LOC102557304","LOC102557304","uncharacterized LOC102557304","Chr14: 83.406041","4.060","35.9","Chr14: 83.449396","-0.767"
"46","ENSRNOG00000015783","Abca16","ATP-binding cassette, subfamily A (ABC1), member 16","Chr1: 174.795053","5.348","35.8","Chr1: 174.788504","-0.430"
"8598","UNCHAR_LOC100362400","LOC100362400","60S ribosomal protein L13-like","Chr10: 39.102737","6.583","35.8","Chr10: 38.923472","0.557"
"12582","UNCHAR_LOC108351646","LOC108351646","uncharacterized LOC108351646","Chr8: 2.508579","0.533","35.8","Chr1: 178.794376","0.676"
"21287","ENSRNOG00000005059","Med22","mediator complex subunit 22","Chr3: 10.238835","7.480","35.8","Chr3: 9.367438","0.359"
"20331","UNCHAR_LOC678756","LOC678756","uncharacterized LOC678756","Chr16: 35.983015","2.613","35.7","Chr3: 9.132890","1.119"
"20426","UNCHAR_LOC685085","LOC685085","uncharacterized LOC685085","Chr4: 120.934258","6.431","35.7","Chr8: 44.681539","-0.455"
"1116","ENSRNOG00000026937","Arsk","arylsulfatase family, member K","Chr2: 5.631450","8.070","35.6","Chr2: 2.134674","-0.289"
"4010","ENSRNOG00000008236","Decr1","2,4-dienoyl-CoA reductase 1","Chr5: 29.439053","11.280","35.6","Chr5: 29.456424","-0.400"
"12141","UNCHAR_LOC108349848","LOC108349848","thymosin beta 10 like 5","Chr1: 121.498137","3.696","35.5","Chr4: 105.344429","-0.665"
"1851","ENSRNOG00000010963","C3h11orf91","similar to human chromosome 11 open reading frame 91","Chr3: 90.479195","6.954","35.4","Chr3: 90.111206","0.374"
"8185","ENSRNOG00000011300","Lama3","laminin subunit alpha 3","Chr18: 3.523167","8.619","35.4","Chr18: 3.385653","0.593"
"23124","ENSRNOG00000027730","Nxpe1","neurexophilin and PC-esterase domain family, member 1","Chr8: 48.749249","8.170","35.4","Chr8: 48.395402","-0.333"
"2706","ENSRNOG00000001072","Cers4","ceramide synthase 4","Chr12: 2.851783","9.152","35.3","Chr12: 3.215309","0.320"
"4619","UNCHAR_Eef1a1-ps15","Eef1a1-ps15","eukaryotic translation elongation factor 1 alpha 1, pseudogene 15","Chr13: 68.389827","4.260","35.3","Chr8: 79.364511","0.575"
"15774","UNCHAR_LOC120096930","LOC120096930","uncharacterized LOC120096930","Chr15: 16.631026","4.649","35.2","Chr15: 16.723033","-0.761"
"18904","UNCHAR_LOC120101717","LOC120101717","uncharacterized LOC120101717","Chr3: 129.961516","6.050","35.2","Chr3: 129.807011","0.554"
"30569","ENSRNOG00000086479","Tma7b","translation machinery associated 7B","Chr4: 78.331162","5.436","35.2","Chr8: 110.715683","0.524"
"3013","ENSRNOG00000011424","Cldn23","claudin 23","Chr16: 56.413676","3.786","35.1","Chr16: 56.494473","-0.857"
"4887","ENSRNOG00000057817","Epb41l1","erythrocyte membrane protein band 4.1-like 1","Chr3: 144.929194","11.432","35.0","Chr3: 145.050063","0.413"
"19770","UNCHAR_LOC120103009","LOC120103009","uncharacterized LOC120103009","Chr5: 148.318267","2.373","35.0","Chr5: 148.359819","0.667"
"1818","ENSRNOG00000003259","C1qtnf1","C1q and TNF related 1","Chr10: 103.660318","11.351","34.9","Chr10: 103.365367","0.386"
"4916","ENSRNOG00000017286","Ephx2","epoxide hydrolase 2","Chr15: 40.327631","9.016","34.8","Chr15: 52.133415","-0.797"
"9068","UNCHAR_LOC102546950","LOC102546950","uncharacterized LOC102546950","Chr3: 168.132725","3.458","34.7","Chr3: 168.114441","-0.775"
"22095","ENSRNOG00000047349","Ms4a6b","membrane-spanning 4-domains, subfamily A, member 6B","Chr1: 208.281015","8.379","34.7","Chr1: 208.647015","0.598"
"6094","ENSRNOG00000031469","Glb1l3","galactosidase, beta 1-like 3","Chr8: 25.220903","1.282","34.6","Chr8: 25.570084","-0.790"
"8345","ENSRNOG00000010357","Lhx9","LIM homeobox 9","Chr13: 50.409946","2.476","34.5","Chr13: 49.769641","0.593"
"4577","ENSRNOG00000042253","Ecd","ecdysoneless cell cycle regulator","Chr15: 3.967208","7.353","34.3","Chr15: 4.081199","-0.328"
"33468","ENSRNOG00000038004","Zfp804a","zinc finger protein 804A","Chr3: 67.033480","2.208","34.3","Chr3: 65.899735","-0.912"
"503","UNCHAR_Ahsp","Ahsp","alpha hemoglobin stabilizing protein","Chr1: 182.879900","3.725","34.2","Chr1: 231.862988","1.030"
"4779","ENSRNOG00000028176","Elmod2","ELMO domain containing 2","Chr19: 24.786165","8.918","34.2","Chr19: 24.890095","-0.302"
"15123","UNCHAR_LOC120095980","LOC120095980","uncharacterized LOC120095980","Chr12: 36.144502","0.941","34.2","Chr7: 133.200936","-0.683"
"9487","UNCHAR_LOC102548773","LOC102548773","uncharacterized LOC102548773","Chr6: 36.391240","2.715","34.1","Chr6: 36.489634","0.630"
"11329","UNCHAR_LOC103691422","LOC103691422","uncharacterized LOC103691422","Chr2: 24.481553","0.933","34.1","Chr2: 24.478320","0.727"
"25467","ENSRNOG00000028622","Pnpla1","patatin like domain 1, omega-hydroxyceramide transacylase","Chr20: 6.917992","4.778","34.1","Chr20: 7.862433","-0.495"
"26677","ENSRNOG00000004381","Rfk-ps3","riboflavin kinase, pseudogene 3","Chr3: 86.512352","2.906","34.1","Chr1: 214.758666","1.731"
"7192","ENSRNOG00000033984","Ifnlr1","interferon, lambda receptor 1","Chr5: 147.919546","5.574","34.0","Chr5: 147.994184","0.437"
"17133","UNCHAR_LOC120098859","LOC120098859","uncharacterized LOC120098859","Chr20: 5.602499","5.067","34.0","Chr20: 4.680142","0.595"
"3518","ENSRNOG00000028319","Cryz","crystallin zeta","Chr2: 243.552043","6.215","33.9","Chr2: 242.456126","-0.387"
"23114","ENSRNOG00000048622_2","Nwd1","NACHT and WD repeat domain containing 1","Chr16: 17.242054","6.158","33.8","Chr16: 17.484384","-0.371"
"28552","ENSRNOG00000023476","Slc16a5","solute carrier family 16 member 5","Chr10: 100.707433","2.455","33.8","Chr10: 100.893592","0.830"
"4599","ENSRNOG00000028598","Edar","ectodysplasin-A receptor","Chr20: 26.666542","2.726","33.7","Chr20: 26.692945","-0.826"
"12342","UNCHAR_LOC108350743","LOC108350743","uncharacterized LOC108350743","Chr4: 143.321780","0.558","33.7","Chr4: 139.912263","-1.128"
"25206","ENSRNOG00000085391","Pilrb2","paired immunoglobin like type 2 receptor beta 2","Chr12: 17.779526","2.954","33.7","Chr12: 19.032032","0.744"
"8910","UNCHAR_LOC100912622","LOC100912622","uncharacterized LOC100912622","Chr2: 223.868545","7.371","33.6","Chr2: 223.720312","-0.284"
"8854","ENSRNOG00000089910","LOC100911962","uncharacterized LOC100911962","Chr11: 78.249721","1.975","33.5","Chr11: 78.236644","-0.964"
"27656","UNCHAR_Rps2-ps18","Rps2-ps18","ribosomal protein S2, pseudogene 18","Chr10: 63.283053","9.646","33.5","Chr10: 13.286123","0.448"
"12459","UNCHAR_LOC108351200","LOC108351200","uncharacterized LOC108351200","Chr6: 31.393356","7.658","33.4","Chr6: 31.417411","-0.540"
"29668","ENSRNOG00000012083","St6galnac2","ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2","Chr10: 101.928411","5.849","33.4","Chr10: 101.964122","-0.626"
"5929","ENSRNOG00000068418","Gbp6","guanylate binding protein family member 6","Chr14: 4.730285","6.899","33.3","Chr14: 3.829000","-0.550"
"18919","UNCHAR_LOC120101738","LOC120101738","uncharacterized LOC120101738","Chr3: 138.491425","1.174","33.3","Chr3: 138.348233","0.711"
"32626","ENSRNOG00000091387","Vom1r69","vomeronasal 1 receptor 69","Chr4: 86.394570","0.449","33.2","Chr4: 84.549955","0.759"
"3831","ENSRNOG00000010600","Cysrt1","cysteine rich tail 1","Chr3: 8.057806","2.693","33.1","Chr3: 7.973758","0.651"
"24897","ENSRNOG00000011310","Pde10a","phosphodiesterase 10A","Chr1: 52.218085","7.622","33.1","Chr1: 51.796295","-0.386"
"11306","UNCHAR_LOC103691243","LOC103691243","uncharacterized LOC103691243","Chr1: 184.090816","1.354","33.0","Chr1: 184.095736","0.676"
"22435","ENSRNOG00000029977","Nat2","N-acetyltransferase 2","Chr16: 22.217849","8.035","33.0","Chr16: 22.210721","-0.306"
"20191","UNCHAR_LOC120103631","LOC120103631","uncharacterized LOC120103631","Chr6: 131.313677","0.784","32.9","Chr6: 131.511713","-0.656"
"19681","UNCHAR_LOC120102902","LOC120102902","protein PRRC2C-like","Chr5: 95.553146","7.423","32.8","Chr13: 75.013561","0.367"
"11893","UNCHAR_LOC108348536","LOC108348536","uncharacterized LOC108348536","Chr17: 20.255148","4.128","32.7","Chr17: 20.134771","-0.685"
"5512","ENSRNOG00000016866","Fhl2","four and a half LIM domains 2","Chr9: 45.462420","7.198","32.6","Chr9: 45.213337","-0.483"
"2372","ENSRNOG00000047114","Cct8l2","chaperonin containing TCP1 subunit 8 like 2","Chr4: 9.606970","3.935","32.5","Chr4: 9.898950","-0.511"
"19014","UNCHAR_LOC120101875","LOC120101875","uncharacterized LOC120101875","Chr3: 4.361354","4.032","32.5","Chr3: 9.132890","0.802"
"6997","ENSRNOG00000012549","Hs2st1","heparan sulfate 2-O-sulfotransferase 1","Chr2: 233.641768","10.795","32.4","Chr2: 233.442422","-0.383"
"8508","UNCHAR_LOC100360413","LOC100360413","uncharacterized LOC100360413","ChrX: 148.480779","13.168","32.4","Chr8: 79.366724","-0.447"
"10324","UNCHAR_LOC102552601","LOC102552601","uncharacterized LOC102552601","Chr6: 101.514172","3.006","32.3","Chr6: 101.610586","0.604"
"32543","ENSRNOG00000068184","Vinac1","vinculin/alpha-catenin family member 1","Chr3: 116.285107","3.759","32.3","Chr3: 115.507993","0.556"
"33256","ENSRNOG00000070848","Zfp27","zinc finger protein 27","Chr1: 85.130577","6.832","32.3","Chr1: 85.398518","0.342"
"6018","ENSRNOG00000007351","Ggh","gamma-glutamyl hydrolase","Chr5: 33.529879","7.596","32.2","Chr5: 33.461794","-0.350"
"31969","ENSRNOG00000027564","Tsga10ip","testis specific 10 interacting protein","Chr1: 202.714667","2.291","32.1","Chr1: 203.024851","-0.805"
"24277","ENSRNOG00000066569","Or6k4","olfactory receptor family 6 subfamily K member 14B","Chr13: 86.164243","1.326","31.8","Chr13: 86.622151","0.683"
"29105","ENSRNOG00000057075","Snora46","small nucleolar RNA, H/ACA box 46","Chr19: 9.314440","4.798","31.8","Chr19: 9.115149","-1.029"
"466","ENSRNOG00000012315","Agmat","agmatinase","Chr5: 154.043664","2.637","31.6","Chr5: 154.500033","0.733"
"30574","ENSRNOG00000051262","Tmc1","transmembrane channel-like 1","Chr1: 218.446012","1.295","31.6","Chr1: 218.301993","-0.884"
"3681","ENSRNOG00000024372","Cwf19l2","CWF19 like cell cycle control factor 2","Chr6: 0.356635","8.946","31.4","Chr6: 5.685173","0.419"
"4557","ENSRNOG00000004449","E2f6","E2F transcription factor 6","Chr6: 39.592223","9.031","31.4","Chr6: 39.599091","0.413"
"11196","UNCHAR_LOC103690438","LOC103690438","uncharacterized LOC103690438","Chr8: 80.710124","2.061","31.4","Chr8: 80.385780","0.659"
"15318","UNCHAR_LOC120096289","LOC120096289","uncharacterized LOC120096289","Chr13: 68.293427","1.929","31.4","Chr13: 67.852024","-0.811"
"21850","ENSRNOG00000005708","Mmp16","matrix metallopeptidase 16","Chr5: 31.312279","3.925","31.4","Chr5: 30.539069","0.891"
"632","ENSRNOG00000024525","Alkbh8","alkB homolog 8, tRNA methyltransferase","Chr6: 0.449381","7.399","31.3","Chr6: 5.685173","0.419"
"5587","ENSRNOG00000018076","Fmo5","flavin containing dimethylaniline monoxygenase 5","Chr2: 185.216118","7.092","31.3","Chr2: 185.553302","-0.313"
"25364","ENSRNOG00000010650","Plekhh1","pleckstrin homology, MyTH4 and FERM domain containing H1","Chr6: 97.839287","7.426","31.3","Chr6: 96.297826","-0.382"
"27282","ENSRNOG00000025615_2","Rnase1","ribonuclease, RNase A family, 1-like 1","Chr15: 24.363632","2.319","31.3","Chr15: 28.480643","2.131"
"32696","ENSRNOG00000083545","Vom2r5","vomeronasal 2 receptor, 5","Chr1: 1.161905","0.494","31.3","Chr1: 2.665618","0.700"
"5102","ENSRNOG00000018003","F2rl1","F2R like trypsin receptor 1","Chr2: 26.785225","5.903","31.2","Chr2: 26.834458","-0.473"
"9231","UNCHAR_LOC102547670","LOC102547670","uncharacterized LOC102547670","Chr19: 44.849825","4.104","31.1","Chr19: 44.839530","-0.694"
"29647","ENSRNOG00000007332","Sstr3","somatostatin receptor 3","Chr7: 110.108921","3.568","31.1","Chr7: 109.614783","0.892"
"33270","ENSRNOG00000049605","Zfp296","zinc finger protein 296","Chr1: 79.228769","3.023","31.1","Chr1: 79.165093","-0.650"
"3698","ENSRNOG00000022242","Cxcl9","C-X-C motif chemokine ligand 9","Chr14: 15.722867","8.019","31.0","Chr14: 15.587596","-0.412"
"3813","ENSRNOG00000042496","Cyp4f37","cytochrome P450, family 4, subfamily f, polypeptide 37","Chr7: 11.572572","7.900","30.9","Chr7: 11.404448","-0.425"
"26130","ENSRNOG00000046468","Ptgfr","prostaglandin F receptor","Chr2: 240.766673","8.076","30.9","Chr2: 240.799657","0.546"
"10591","UNCHAR_LOC102553943","LOC102553943","uncharacterized LOC102553943","Chr2: 208.902560","4.814","30.8","Chr2: 208.854647","-0.744"
"11478","UNCHAR_LOC103692300","LOC103692300","uncharacterized LOC103692300","Chr5: 22.916041","1.115","30.8","Chr5: 22.915517","-0.631"
"20356","UNCHAR_LOC680254","LOC680254","uncharacterized LOC680254","Chr13: 69.569484","5.576","30.8","Chr13: 69.694938","0.326"
"27789","ENSRNOG00000076074","RT1-O1","RT1 class Ib, locus O1","Chr20: 2.655115","3.396","30.8","Chr20: 3.601132","0.670"
"88","ENSRNOG00000069481_1","Abcg3","ATP-binding cassette, subfamily G (WHITE), member 3-like 1","Chr14: 4.763551","7.657","30.7","Chr14: 4.330834","0.326"
"16649","UNCHAR_LOC120098188","LOC120098188","uncharacterized LOC120098188","Chr18: 70.086768","1.946","30.7","Chr18: 70.329282","0.716"
"4456","ENSRNOG00000013928","Dsp","desmoplakin","Chr17: 26.671691","7.158","30.6","Chr17: 27.011152","0.714"
"9902","UNCHAR_LOC102550711","LOC102550711","uncharacterized LOC102550711","Chr9: 113.501632","8.244","30.6","Chr9: 112.444670","0.326"
"14431","UNCHAR_LOC120095044","LOC120095044","uncharacterized LOC120095044","Chr10: 12.899069","3.112","30.6","Chr10: 13.043610","0.709"
"28158","ENSRNOG00000006631","Sema3e","semaphorin 3E","Chr4: 20.555286","8.317","30.6","Chr4: 17.550656","-0.944"
"3789","ENSRNOG00000031004","Cyp2j4","cytochrome P450, family 2, subfamily j, polypeptide 4","Chr5: 111.207489","7.211","30.5","Chr5: 111.023453","0.321"
"9244","ENSRNOG00000078624","LOC102547718","uncharacterized LOC102547718","Chr2: 112.309534","2.669","30.4","Chr2: 111.374519","0.677"
"10291","UNCHAR_LOC102552452","LOC102552452","uncharacterized LOC102552452","Chr12: 2.688004","2.263","30.4","Chr12: 2.754668","0.684"
"10569","UNCHAR_LOC102553843","LOC102553843","uncharacterized LOC102553843","Chr10: 35.892523","4.485","30.4","Chr10: 35.142813","0.472"
"14877","UNCHAR_LOC120095647","LOC120095647","uncharacterized LOC120095647","Chr11: 42.129748","6.313","30.4","Chr11: 42.949805","-0.322"
"22734","ENSRNOG00000027797","Nit2","nitrilase family, member 2","Chr11: 43.363838","10.359","30.4","Chr11: 43.455216","-0.226"
"11008","UNCHAR_LOC102556004","LOC102556004","uncharacterized LOC102556004","Chr5: 9.296083","7.620","30.3","Chr5: 11.539025","-0.318"
"22442","ENSRNOG00000070875","Nat8f4","N-acetyltransferase 8 (GCN5-related) family member 4","Chr4: 118.332590","5.586","30.3","Chr4: 118.133979","-0.392"
"27577","ENSRNOG00000086232","Rpl30","ribosomal protein L30","Chr7: 65.651400","10.446","30.3","Chr7: 67.388255","-0.461"
"32086","ENSRNOG00000007139","Ttpa","alpha tocopherol transfer protein","Chr5: 33.497536","9.841","30.3","Chr5: 33.461794","-0.460"
"12376","UNCHAR_LOC108350928","LOC108350928","uncharacterized LOC108350928","Chr5: 21.574911","0.475","30.2","Chr5: 21.572861","0.492"
"12892","ENSRNOG00000057919","LOC108352704","uncharacterized LOC108352704","Chr14: 7.347218","3.702","30.1","Chr14: 7.500727","-0.723"
"7172","UNCHAR_Ifitm2","Ifitm2","interferon induced transmembrane protein 2","Chr1: 196.052718","11.198","30.0","Chr1: 196.261142","-0.338"
"7831","ENSRNOG00000015682","Kel","Kell metallo-endopeptidase (Kell blood group)","Chr4: 70.585665","2.409","30.0","Chr1: 231.862988","1.035"
"180","ENSRNOG00000011478","Ackr4","atypical chemokine receptor 4","Chr8: 104.720913","7.584","29.9","Chr8: 105.007455","0.447"
"11848","UNCHAR_LOC108348385","LOC108348385","uncharacterized LOC108348385","Chr16: 17.706096","2.188","29.9","Chr16: 17.698296","-0.786"
"27786","ENSRNOG00000040052","RT1-M6-2","RT1 class I, locus M6, gene 2","Chr20: 1.583266","5.351","29.9","Chr20: 1.568617","-0.368"
"4592","ENSRNOG00000023576","Ecrg4","ECRG4 augurin precursor","Chr9: 45.992953","5.891","29.7","Chr9: 46.531618","-0.404"
"7230","ENSRNOG00000010635","Igfbp4","insulin-like growth factor binding protein 4","Chr10: 83.995315","11.698","29.7","Chr10: 83.904607","-0.457"
"9135","UNCHAR_LOC102547278","LOC102547278","uncharacterized LOC102547278","Chr10: 81.965283","4.400","29.7","Chr10: 81.774513","-0.403"
"14152","UNCHAR_LOC120094674","LOC120094674","uncharacterized LOC120094674","Chr9: 42.111834","1.282","29.7","Chr9: 42.018821","-0.631"
"740","ENSRNOG00000014742","Ankrd13b","ankyrin repeat domain 13B","Chr10: 62.338341","6.021","29.6","Chr10: 62.441409","-0.471"
"3692","ENSRNOG00000011984","Cxcl14","C-X-C motif chemokine ligand 14","Chr17: 8.317929","7.521","29.6","Chr20: 8.246703","0.689"
"9220","UNCHAR_LOC102547634","LOC102547634","uncharacterized LOC102547634","Chr7: 128.278671","2.646","29.6","Chr7: 128.577171","0.672"
"20102","UNCHAR_LOC120103526","LOC120103526","uncharacterized LOC120103526","Chr6: 61.275175","3.768","29.6","Chr6: 61.158879","-0.456"
"10071","UNCHAR_LOC102551452","LOC102551452","uncharacterized LOC102551452","Chr1: 208.328600","6.301","29.5","Chr1: 208.647015","0.951"
"19007","UNCHAR_LOC120101849","LOC120101849","uncharacterized LOC120101849","Chr3: 5.375105","6.759","29.5","Chr3: 9.132890","0.889"
"20698","ENSRNOG00000025608","Lrat","lecithin retinol acyltransferase","Chr2: 168.273154","7.701","29.5","Chr2: 167.937010","-0.618"
"3934","ENSRNOG00000013215","Dctd","dCMP deaminase","Chr16: 44.098653","5.703","29.4","Chr16: 40.235287","-0.441"
"23216","ENSRNOG00000019211","Olfml3","olfactomedin-like 3","Chr2: 191.247049","9.650","29.4","Chr2: 192.173900","0.321"
"29930","ENSRNOG00000027645","Syndig1l","synapse differentiation inducing 1-like","Chr6: 104.344988","1.648","29.4","Chr6: 104.374072","-0.834"
"11019","UNCHAR_LOC102556051","LOC102556051","uncharacterized LOC102556051","Chr2: 32.535777","2.293","29.3","Chr2: 32.342678","-0.685"
"20886","UNCHAR_Ly49si2","Ly49si2","immunoreceptor Ly49si2","Chr4: 163.845960","8.919","29.3","Chr4: 165.066174","0.521"
"23214","ENSRNOG00000014034","Olfml2a","olfactomedin-like 2A","Chr3: 22.688589","8.037","29.3","Chr3: 19.340542","0.635"
"1738","ENSRNOG00000052710","Btn3a2","butyrophilin, subfamily 3, member A2","Chr20: 4.398253","1.829","29.2","Chr20: 4.679209","-0.979"
"22608","ENSRNOG00000012757","Nek3","NIMA-related kinase 3","Chr16: 69.867019","6.380","29.2","Chr16: 69.905227","0.306"
"28592","ENSRNOG00000022673","Slc22a20","solute carrier family 22 member 20","Chr1: 203.273853","1.466","29.2","Chr1: 202.576317","0.729"
"33221","ENSRNOG00000086846","Zfp136","zinc finger protein 136","Chr18: 0.609471","7.427","29.2","Chr18: 0.731451","0.342"
