"Index","Record","Symbol","Description","Location","Mean","Peak -logP","Peak Location","Effect Size"
"12563","UNCHAR_LOC108351542","LOC108351542","uncharacterized LOC108351542","Chr7: 127.644634","5.612","28.3","Chr7: 127.401498","-0.665"
"20267","UNCHAR_LOC498300","LOC498300","uncharacterized LOC498300","Chr13: 92.772653","4.730","28.3","Chr13: 93.080372","0.842"
"13082","UNCHAR_LOC120093086","LOC120093086","uncharacterized LOC120093086","Chr9: 6.962603","9.610","28.1","Chr9: 7.458792","-0.731"
"25423","ENSRNOG00000013072","Plxna4","plexin A4","Chr4: 61.162205","5.460","28.0","Chr4: 61.095140","-1.022"
"26189","ENSRNOG00000005003","Ptprn2","protein tyrosine phosphatase, receptor type N2","Chr6: 137.439571","2.849","28.0","Chr6: 134.141777","-0.887"
"26840","UNCHAR_RGD1560860","RGD1560860","uncharacterized RGD1560860","Chr17: 54.808183","0.727","28.0","Chr17: 54.649901","0.625"
"2714","ENSRNOG00000091108","Ces1f","carboxylesterase 1F","Chr19: 13.796622","12.681","27.9","Chr19: 14.059434","0.629"
"6229","ENSRNOG00000003861","Gorab","golgin, RAB6-interacting","Chr13: 75.762306","4.941","27.9","Chr13: 76.104189","-0.750"
"12342","UNCHAR_LOC108350743","LOC108350743","uncharacterized LOC108350743","Chr4: 143.321780","0.297","27.9","Chr4: 139.912263","-0.653"
"13111","UNCHAR_LOC120093136","LOC120093136","uncharacterized LOC120093136","Chr9: 113.691782","4.847","27.9","Chr9: 113.311047","-0.996"
"2231","ENSRNOG00000011440","Ccdc39","coiled-coil domain 39 molecular ruler complex subunit","Chr2: 116.703353","4.166","27.6","Chr2: 116.261137","-0.548"
"20108","UNCHAR_LOC120103533","LOC120103533","uncharacterized LOC120103533","Chr6: 68.862837","2.506","27.6","Chr6: 69.282694","-1.011"
"10490","UNCHAR_LOC102553457","LOC102553457","uncharacterized LOC102553457","Chr1: 20.935165","1.296","27.4","Chr1: 21.009060","-0.741"
"128","ENSRNOG00000039906_2","Abo","histo-blood group ABO system transferase 3","Chr3: 10.182834","2.651","27.3","Chr3: 9.365033","0.733"
"160","ENSRNOG00000013975","Acat2l1","acetyl-CoA acetyltransferase 2-like 1","Chr1: 47.803821","5.638","27.3","Chr1: 46.405578","0.606"
"13200","UNCHAR_LOC120093266","LOC120093266","uncharacterized LOC120093266","Chr6: 117.258674","0.667","27.3","Chr6: 117.663609","0.977"
"6530","ENSRNOG00000085666","Gtpbp4","GTP binding protein 4","Chr17: 61.308032","7.665","27.2","Chr17: 61.901363","-0.750"
"8967","UNCHAR_LOC102546488","LOC102546488","uncharacterized LOC102546488","Chr12: 33.548396","1.007","27.2","Chr12: 34.958628","-0.679"
"12408","UNCHAR_LOC108351021","LOC108351021","uncharacterized LOC108351021","Chr5: 132.717160","1.389","27.0","Chr5: 132.015366","0.752"
"14652","UNCHAR_LOC120095308","LOC120095308","uncharacterized LOC120095308","Chr10: 105.526307","3.631","27.0","Chr10: 103.928376","0.914"
"17195","UNCHAR_LOC120098934","LOC120098934","uncharacterized LOC120098934","Chr20: 7.369460","1.896","27.0","Chr20: 7.361183","-0.791"
"20802","ENSRNOG00000028460","Lrrc8e","leucine rich repeat containing 8 VRAC subunit E","Chr12: 2.578239","2.898","26.9","Chr12: 0.093589","1.177"
"29663","ENSRNOG00000010284","St3gal5","ST3 beta-galactoside alpha-2,3-sialyltransferase 5","Chr4: 104.134612","7.885","26.9","Chr4: 103.109818","0.463"
"30681","ENSRNOG00000047635","Tmem178b","transmembrane protein 178B","Chr4: 68.659424","1.512","26.9","Chr4: 68.597411","0.924"
"54","ENSRNOG00000004040","Abca8","ATP binding cassette subfamily A member 8","Chr10: 94.991198","8.569","26.8","Chr10: 94.831297","-0.624"
"2248","ENSRNOG00000021381","Ccdc68","coiled-coil domain containing 68","Chr18: 63.541827","4.381","26.8","Chr18: 63.698544","1.000"
"4553","ENSRNOG00000047741","E2f2","E2F transcription factor 2","Chr5: 148.399192","5.531","26.8","Chr5: 148.448833","-0.560"
"17781","UNCHAR_LOC120099949","LOC120099949","uncharacterized LOC120099949","Chr1: 191.161741","7.833","26.8","Chr1: 191.798296","-1.249"
"28672","ENSRNOG00000000512","Slc26a8","solute carrier family 26 member 8","Chr20: 6.749477","9.342","26.7","Chr20: 7.361183","0.491"
"28727","ENSRNOG00000018649","Slc35c2","solute carrier family 35 member C2","Chr3: 154.023548","10.332","26.7","Chr3: 155.248247","0.662"
"2417","ENSRNOG00000020837","Cd300lg","Cd300 molecule-like family member G","Chr10: 86.991885","2.793","26.6","Chr10: 87.304756","0.942"
"5435","ENSRNOG00000018053","Fech","ferrochelatase","Chr18: 57.978326","11.275","26.6","Chr18: 57.851951","0.371"
"26980","UNCHAR_RGD1563402","RGD1563402","Cbp/p300-interacting transactivator with Glu/Asp-rich carboxy-terminal domain 1 like 1","Chr1: 204.760741","0.246","26.6","Chr1: 205.532359","0.454"
"10625","UNCHAR_LOC102554140","LOC102554140","uncharacterized LOC102554140","Chr7: 22.915243","2.668","26.5","Chr7: 22.853993","0.900"
"11172","UNCHAR_LOC103690119","LOC103690119","uncharacterized LOC103690119","Chr7: 7.548917","5.372","26.5","Chr7: 1.964338","0.932"
"5771","ENSRNOG00000062541","Fzd1","frizzled class receptor 1","Chr4: 29.310302","9.509","26.4","Chr4: 29.333030","0.526"
"6989","ENSRNOG00000001809","Hrg","histidine-rich glycoprotein","Chr11: 78.069401","15.170","26.4","Chr11: 78.236644","0.519"
"28412","UNCHAR_Shisal1","Shisal1","uncharacterized Shisal1","Chr7: 115.611517","2.378","26.2","Chr7: 116.128108","0.840"
"25206","ENSRNOG00000085391","Pilrb2","paired immunoglobin like type 2 receptor beta 2","Chr12: 17.779526","1.254","26.1","Chr12: 17.789478","-0.836"
"33160","ENSRNOG00000051682","Zcchc9","zinc finger CCHC-type containing 9","Chr2: 23.048248","7.978","26.1","Chr2: 23.116638","-0.507"
"20846","ENSRNOG00000054549_2","Lss","lanosterol synthase","Chr20: 12.118857","9.258","26.0","Chr20: 11.890295","-0.683"
"2865","ENSRNOG00000001915","Chodl","chondrolectin","Chr11: 17.654136","3.282","25.9","Chr19: 20.064558","0.916"
"30008","ENSRNOG00000009372","Tacr3","tachykinin receptor 3","Chr2: 223.266535","1.503","25.9","Chr2: 222.989955","0.959"
"3925","ENSRNOG00000004554","Dcn","decorin","Chr7: 32.281251","7.006","25.7","Chr7: 32.247877","-0.658"
"22189","ENSRNOG00000011420","Mtmr7","myotubularin related protein 7","Chr16: 51.641266","7.372","25.7","Chr16: 51.585652","-0.668"
"27761","UNCHAR_RT1-CE15","RT1-CE15","RT1 class I, locus CE15","Chr20: 3.279073","4.504","25.7","Chr20: 3.601052","-1.663"
"33121","ENSRNOG00000026898","Zbtb8b","zinc finger and BTB domain containing 8b","Chr5: 141.781618","1.554","25.7","Chr5: 142.075158","-0.784"
"19297","ENSRNOG00000077167","LOC120102331","uncharacterized LOC120102331","Chr4: 120.366388","0.832","25.6","Chr4: 114.991264","0.790"
"22440","ENSRNOG00000069710","Nat8f2","N-acetyltransferase 8 (GCN5-related) family member 2","Chr4: 118.323158","9.890","25.6","Chr4: 118.759427","0.522"
"27120","UNCHAR_RGD1565987","RGD1565987","uncharacterized RGD1565987","Chr5: 95.464872","2.802","25.5","Chr12: 11.169909","1.265"
"9462","UNCHAR_LOC102548668","LOC102548668","uncharacterized LOC102548668","Chr1: 243.600352","0.922","25.4","Chr1: 243.679443","-0.820"
"26251","ENSRNOG00000015807","Pyroxd2","pyridine nucleotide-disulphide oxidoreductase domain 2","Chr1: 241.549082","8.953","25.4","Chr1: 242.083216","-0.423"
"9911","UNCHAR_LOC102550746","LOC102550746","uncharacterized LOC102550746","Chr4: 84.310593","0.697","25.3","Chr4: 83.872142","-0.632"
"25806","ENSRNOG00000012486","Prim2","DNA primase subunit 2","Chr9: 35.904520","6.086","25.3","Chr9: 36.084298","-0.703"
"6533","ENSRNOG00000016148","Gtse1","G-2 and S-phase expressed 1","Chr7: 116.949996","6.586","25.1","Chr7: 113.823396","-0.862"
"15047","UNCHAR_LOC120095880","LOC120095880","uncharacterized LOC120095880","Chr12: 5.871914","2.907","25.1","Chr12: 5.581347","-0.976"
"1686","ENSRNOG00000002811","Brinp3","BMP/retinoic acid inducible neural specific 3","Chr13: 58.413882","0.612","24.9","Chr13: 58.873380","-0.557"
"6018","ENSRNOG00000007351","Ggh","gamma-glutamyl hydrolase","Chr5: 33.529879","7.551","24.9","Chr5: 33.951303","-0.493"
"4410","ENSRNOG00000025404","Dppa4","developmental pluripotency associated 4","Chr11: 52.578778","1.717","24.8","Chr11: 52.576144","-0.761"
"4475","ENSRNOG00000033348","Duox1","dual oxidase 1","Chr3: 109.260525","3.144","24.8","Chr3: 109.952427","-0.899"
"12161","ENSRNOG00000073489","LOC108349981","uncharacterized LOC108349981","Chr2: 93.554419","1.071","24.8","Chr2: 93.506741","0.789"
"22690","ENSRNOG00000005392","Ngfr","nerve growth factor receptor","Chr10: 80.533517","4.964","24.8","Chr10: 80.180154","-0.805"
"25763","ENSRNOG00000090755","Prcd","photoreceptor disc component","Chr10: 101.887550","4.791","24.8","Chr10: 101.964122","-0.639"
"27795","ENSRNOG00000032596","RT1-T24-3","RT1 class I, locus T24, gene 3","Chr20: 2.718209","5.906","24.8","Chr20: 2.611182","0.681"
"32083","ENSRNOG00000032311","Ttll8","tubulin tyrosine ligase like 8","Chr7: 120.046555","4.281","24.8","Chr7: 120.051699","-1.037"
"11427","UNCHAR_LOC103691947","LOC103691947","uncharacterized LOC103691947","Chr3: 149.001315","3.461","24.7","Chr3: 149.009277","-0.719"
"17108","UNCHAR_LOC120098834","LOC120098834","uncharacterized LOC120098834","Chr20: 3.367418","1.016","24.7","Chr20: 3.210100","-0.750"
"18503","UNCHAR_LOC120101061","LOC120101061","uncharacterized LOC120101061","Chr2: 0.061944","1.969","24.7","Chr7: 0.194932","1.113"
"5231","ENSRNOG00000049615","Fam228b","family with sequence similarity 228, member B","Chr6: 27.786577","3.038","24.6","Chr6: 27.798162","0.816"
"22032","ENSRNOG00000010540","Mrpl45","mitochondrial ribosomal protein L45","Chr10: 82.308649","7.745","24.6","Chr10: 82.311611","-0.464"
"30118","UNCHAR_Tatdn3","Tatdn3","uncharacterized Tatdn3","Chr13: 102.649048","6.247","24.6","Chr13: 102.773533","0.578"
"6476","ENSRNOG00000029861","Gsta2","glutathione S-transferase alpha 2","Chr8: 79.196826","14.513","24.5","Chr8: 79.364511","-0.554"
"30285","ENSRNOG00000060307","Ten1","TEN1 subunit of CST complex","Chr10: 101.431327","6.697","24.5","Chr10: 101.458721","-0.748"
"20520","UNCHAR_LOC689268","LOC689268","uncharacterized LOC689268","Chr9: 2.889693","0.737","24.3","Chr9: 5.014860","-1.086"
"25039","ENSRNOG00000082948","Pfn3","profilin 3","Chr17: 9.217594","2.046","24.3","Chr17: 9.399401","-0.922"
"2448","ENSRNOG00000017485","Cd72","Cd72 molecule","Chr5: 57.704979","2.912","24.2","Chr5: 56.984189","-0.767"
"10522","UNCHAR_LOC102553602","LOC102553602","uncharacterized LOC102553602","Chr1: 181.882682","4.948","24.2","Chr1: 181.810195","-0.888"
"19645","UNCHAR_LOC120102855","LOC120102855","uncharacterized LOC120102855","Chr5: 55.369680","6.713","24.2","Chr5: 55.748606","-0.455"
"29721","ENSRNOG00000049471","Steap3","STEAP3 metalloreductase","Chr13: 31.397343","9.385","24.2","Chr13: 31.408482","-0.560"
"6248","ENSRNOG00000085702_1","Gpat3","glycerol-3-phosphate acyltransferase 3","Chr14: 8.768050","2.800","24.1","Chr14: 8.876768","0.935"
"24520","ENSRNOG00000007886","Orm1","orosomucoid 1","Chr5: 76.766636","14.103","24.1","Chr5: 74.320691","-0.466"
"4254","ENSRNOG00000015590","Dnaaf1","dynein, axonemal, assembly factor 1","Chr19: 47.624533","0.787","24.0","Chr19: 47.911791","-0.736"
"7173","ENSRNOG00000015078","Ifitm3","interferon induced transmembrane protein 3","Chr1: 196.112134","10.268","24.0","Chr1: 196.097163","-0.675"
"11755","UNCHAR_LOC103694321","LOC103694321","uncharacterized LOC103694321","Chr19: 31.057605","7.107","24.0","Chr19: 31.054896","0.507"
"20721","ENSRNOG00000069198","Lrmda","leucine rich melanocyte differentiation associated","Chr15: 2.284763","6.077","24.0","Chr15: 2.159160","0.664"
"25935","ENSRNOG00000009564","Prr15","proline rich 15","Chr4: 83.432001","4.480","24.0","Chr4: 83.371802","0.763"
"661","ENSRNOG00000005266","Amdhd1","amidohydrolase domain containing 1","Chr7: 28.059155","9.086","23.9","Chr7: 27.863291","0.967"
"20146","UNCHAR_LOC120103580","LOC120103580","uncharacterized LOC120103580","Chr6: 106.285262","1.015","23.9","Chr6: 106.792796","0.688"
"28405","ENSRNOG00000025670","Shisa3","shisa family member 3","Chr14: 40.568243","4.579","23.9","Chr14: 40.562917","-0.822"
"28874","ENSRNOG00000029871","Slc8a3","solute carrier family 8 member A3","Chr6: 101.007988","1.817","23.9","Chr6: 100.831450","0.842"
"30190","ENSRNOG00000066894","Tcaf2c","TRPM8 channel associated factor 2C","Chr4: 71.567819","5.653","23.9","Chr4: 73.586885","0.576"
"7022","ENSRNOG00000002597","Hsd17b6","hydroxysteroid (17-beta) dehydrogenase 6","Chr7: 0.442007","12.534","23.8","Chr7: 0.693685","-0.661"
"10232","UNCHAR_LOC102552179","LOC102552179","uncharacterized LOC102552179","Chr6: 89.523181","6.753","23.8","Chr6: 88.072336","-0.622"
"18835","UNCHAR_LOC120101609","LOC120101609","uncharacterized LOC120101609","Chr3: 89.874680","4.915","23.8","Chr3: 89.610550","-0.682"
"20439","UNCHAR_LOC685291","LOC685291","uncharacterized LOC685291","Chr19: 22.439431","0.461","23.8","Chr19: 14.059434","-0.619"
"12434","UNCHAR_LOC108351105","LOC108351105","uncharacterized LOC108351105","Chr5: 128.430903","0.676","23.7","Chr5: 128.754736","-0.585"
"12776","ENSRNOG00000039678","LOC108352322","ferritin heavy chain-like","Chr11: 41.981718","4.339","23.7","Chr11: 42.534465","1.024"
"15264","UNCHAR_LOC120096223","LOC120096223","uncharacterized LOC120096223","Chr13: 10.007429","3.435","23.7","Chr15: 20.685537","0.768"
"15904","UNCHAR_LOC120097083","LOC120097083","uncharacterized LOC120097083","Chr15: 96.239365","0.214","23.7","Chr15: 95.608069","0.352"
"2368","ENSRNOG00000000923","Cct6a","chaperonin containing TCP1 subunit 6A","Chr12: 26.883124","9.962","23.6","Chr12: 27.015140","-0.501"
"2727","ENSRNOG00000079343","Cesl1","carboxylesterase-like 1","Chr19: 23.006328","10.827","23.6","Chr19: 21.826390","-0.540"
"11958","UNCHAR_LOC108348833","LOC108348833","uncharacterized LOC108348833","Chr18: 75.959367","7.274","23.6","Chr18: 77.007959","0.627"
"24798","ENSRNOG00000020119","Pcdha4","protocadherin alpha 4","Chr18: 28.581039","4.200","23.5","Chr18: 29.534165","-0.864"
"27755","ENSRNOG00000071235","RT1-CE1","RT1 class I, locus1","Chr20: 3.559486","5.275","23.5","Chr20: 2.687516","-0.737"
"11565","UNCHAR_LOC103692969","LOC103692969","uncharacterized LOC103692969","Chr7: 127.913953","2.584","23.4","Chr7: 127.957104","0.810"
"17107","UNCHAR_LOC120098833","LOC120098833","uncharacterized LOC120098833","Chr20: 3.437372","4.008","23.4","Chr20: 0.462329","0.669"
"6477","ENSRNOG00000056847","Gsta3","glutathione S-transferase alpha 3","Chr9: 23.658573","9.482","23.2","Chr9: 23.638823","0.875"
"9807","UNCHAR_LOC102550314","LOC102550314","uncharacterized LOC102550314","Chr15: 17.733790","1.459","23.2","Chr15: 16.723033","-1.710"
"13959","UNCHAR_LOC120094351","LOC120094351","uncharacterized LOC120094351","Chr8: 117.510060","1.298","23.2","Chr1: 81.358613","1.649"
"27656","UNCHAR_Rps2-ps18","Rps2-ps18","ribosomal protein S2, pseudogene 18","Chr10: 63.283053","10.348","23.2","Chr10: 13.286123","0.498"
"3327","ENSRNOG00000008901","Coro2a","coronin 2A","Chr5: 60.881916","5.318","23.1","Chr5: 61.803475","0.624"
"3769","ENSRNOG00000049464","Cyp2c13","cytochrome P450, family 2, subfamily c, polypeptide 13","Chr1: 238.867194","15.081","23.1","Chr1: 237.090968","-0.508"
"3797","ENSRNOG00000032560","Cyp3a2","cytochrome P450, family 3, subfamily a, polypeptide 2","Chr12: 9.230063","16.386","23.1","Chr12: 8.920635","0.546"
"5459","ENSRNOG00000021763","Ffar4","free fatty acid receptor 4","Chr1: 235.873575","2.026","23.0","Chr1: 235.806772","0.756"
"89","ENSRNOG00000069481_2","Abcg3l1","ATP-binding cassette, subfamily G (WHITE), member 3-like 1","Chr14: 5.177264","4.318","22.9","Chr14: 5.131747","-0.702"
"6670","UNCHAR_Hbb-bs","Hbb-bs","hemoglobin, beta adult s chain","Chr1: 158.219740","7.225","22.9","Chr1: 158.468568","-0.675"
"10508","UNCHAR_LOC102553540","LOC102553540","uncharacterized LOC102553540","Chr16: 56.801484","0.989","22.9","Chr16: 56.800466","-0.650"
"11478","UNCHAR_LOC103692300","LOC103692300","uncharacterized LOC103692300","Chr5: 22.916041","2.145","22.9","Chr5: 22.915517","-0.752"
"2192","ENSRNOG00000063478","Ccdc168","coiled-coil domain containing 168","Chr9: 46.236324","1.054","22.8","Chr9: 45.778455","-0.660"
"11107","UNCHAR_LOC102556643","LOC102556643","uncharacterized LOC102556643","Chr2: 51.929152","1.189","22.8","Chr2: 52.096109","0.920"
"17097","ENSRNOG00000079330","LOC120098823","uncharacterized LOC120098823","Chr20: 43.333974","0.964","22.7","Chr20: 42.941156","-0.695"
"22118","ENSRNOG00000000801","Msl3l2","male-specific lethal 3-like 2","Chr20: 35.468876","4.650","22.6","Chr20: 34.008046","0.590"
"32894","ENSRNOG00000020006","Wdr90","WD repeat domain 90","Chr10: 14.881284","5.818","22.6","Chr10: 11.228289","-1.035"
"13097","UNCHAR_LOC120093110","LOC120093110","sperm motility kinase X-like","Chr17: 85.679171","1.233","22.1","Chr17: 86.425192","-0.753"
"13789","UNCHAR_LOC120094140","LOC120094140","uncharacterized LOC120094140","Chr8: 48.730792","6.578","22.1","Chr8: 48.395474","-0.864"
"19182","UNCHAR_LOC120102191","LOC120102191","uncharacterized LOC120102191","Chr4: 0.214949","1.320","22.1","Chr7: 0.798459","0.757"
"3844","ENSRNOG00000019012","D2hgdh","D-2-hydroxyglutarate dehydrogenase","Chr9: 94.350554","9.458","22.0","Chr9: 93.867968","-0.312"
"26337","ENSRNOG00000062595_2","Rab5al1","Rab5a, member RAS oncogene family-like 1","Chr14: 68.332359","4.804","22.0","Chr9: 5.497561","0.737"
"26198","ENSRNOG00000049034","Ptrh1","peptidyl-tRNA hydrolase 1 homolog","Chr3: 16.064866","5.797","21.9","Chr3: 15.907235","0.569"
"28803","ENSRNOG00000020951","Slc4a1","solute carrier family 4 member 1 (Diego blood group)","Chr10: 87.323131","5.863","21.9","Chr10: 87.304756","-0.720"
"3806","ENSRNOG00000066878","Cyp4a3","cytochrome P450, family 4, subfamily a, polypeptide 3","Chr5: 129.115487","15.446","21.8","Chr5: 128.754736","0.411"
"28522","ENSRNOG00000005367","Slc12a1","solute carrier family 12 member 1","Chr3: 112.406139","4.323","21.8","Chr3: 112.517058","-1.367"
"10568","UNCHAR_LOC102553833","LOC102553833","uncharacterized LOC102553833","Chr8: 13.391710","6.721","21.7","Chr8: 13.603955","-0.887"
"21888","ENSRNOG00000015113","Mocos","molybdenum cofactor sulfurase","Chr18: 15.931658","8.254","21.7","Chr18: 17.711447","0.580"
"28535","ENSRNOG00000014870","Slc13a5","solute carrier family 13 member 5","Chr10: 56.891188","6.611","21.7","Chr10: 56.951051","-0.619"
"8793","UNCHAR_LOC100911030","LOC100911030","uncharacterized LOC100911030","Chr1: 207.703429","4.194","21.6","Chr1: 208.647015","-1.057"
"9295","UNCHAR_LOC102547959","LOC102547959","uncharacterized LOC102547959","Chr6: 33.959547","2.453","21.6","Chr6: 33.759201","-1.014"
"13804","UNCHAR_LOC120094159","LOC120094159","uncharacterized LOC120094159","Chr8: 53.903024","3.165","21.6","Chr8: 53.603588","-0.873"
"28392","ENSRNOG00000011357","Shbg","sex hormone binding globulin","Chr10: 54.350408","3.734","21.6","Chr10: 54.389422","-0.675"
"28578","ENSRNOG00000007509","Slc1a6","solute carrier family 1 member 6","Chr7: 10.870423","3.314","21.6","Chr7: 10.804295","0.964"
"6630","ENSRNOG00000014743","Hagh","hydroxyacyl glutathione hydrolase","Chr10: 13.874978","11.735","21.5","Chr10: 13.810068","-0.364"
"16150","UNCHAR_LOC120097448","LOC120097448","uncharacterized LOC120097448","Chr16: 55.695939","3.131","21.5","Chr16: 56.494473","-0.687"
"27760","UNCHAR_RT1-CE14","RT1-CE14","RT1 class I, locus CE14","Chr20: 3.300794","3.081","21.5","Chr20: 3.210100","-1.334"
"4473","ENSRNOG00000021086","Dtx4","deltex E3 ubiquitin ligase 4","Chr1: 209.545162","7.755","21.4","Chr1: 209.858238","0.417"
"5707","ENSRNOG00000007765","Frzb","frizzled-related protein","Chr3: 65.365207","5.225","21.4","Chr3: 164.153483","0.627"
"28639","UNCHAR_Slc25a34","Slc25a34","uncharacterized Slc25a34","Chr5: 153.936853","5.749","21.4","Chr5: 154.490878","0.530"
"196","UNCHAR_Acot5-ps1","Acot5-ps1","uncharacterized Acot5-ps1","Chr6: 103.729655","1.764","21.3","Chr6: 104.221203","-0.708"
"4592","ENSRNOG00000023576","Ecrg4","ECRG4 augurin precursor","Chr9: 45.992953","3.034","21.3","Chr9: 45.778455","-0.712"
"11759","UNCHAR_LOC103694354","LOC103694354","uncharacterized LOC103694354","Chr19: 50.620703","2.881","21.3","Chr19: 50.602551","-0.712"
"11873","UNCHAR_LOC108348488","LOC108348488","uncharacterized LOC108348488","Chr1: 53.829903","1.639","21.3","Chr1: 52.525836","-0.751"
"24503","ENSRNOG00000086094","Or9s13","olfactory receptor family 9 subfamily S member 13","Chr9: 93.184593","6.396","21.3","Chr9: 93.445957","0.628"
"13149","UNCHAR_LOC120093196","LOC120093196","uncharacterized LOC120093196","Chr6: 10.846117","2.687","21.2","Chr6: 10.913570","-0.736"
"22550","ENSRNOG00000040040","Ndufaf6","NADH:ubiquinone oxidoreductase complex assembly factor 6","Chr5: 24.171980","6.781","21.2","Chr5: 24.317350","0.497"
"32521","UNCHAR_Vdac1-ps11","Vdac1-ps11","voltage-dependent anion channel 1, pseudogene 11","Chr18: 50.003240","6.455","21.2","Chr18: 49.989962","-0.927"
"3823","ENSRNOG00000009730","Cyp7b1","cytochrome P450 family 7 subfamily B member 1","Chr2: 100.669712","8.178","21.0","Chr2: 113.158471","1.110"
"12211","UNCHAR_LOC108350210","LOC108350210","uncharacterized LOC108350210","Chr2: 41.032957","3.929","21.0","Chr2: 41.213503","0.738"
"5468","ENSRNOG00000087149","Fgf1","fibroblast growth factor 1","Chr18: 30.772666","6.944","20.9","Chr18: 30.640205","0.608"
"27937","ENSRNOG00000010244","Sarm1","sterile alpha and TIR motif containing 1","Chr10: 63.393015","4.082","20.9","Chr10: 63.165362","-0.702"
"29843","ENSRNOG00000001957","Sult1e1","sulfotransferase family 1E member 1","Chr14: 20.422323","13.793","20.9","Chr14: 19.903596","0.554"
"3807","ENSRNOG00000008842","Cyp4a8","cytochrome P450, family 4, subfamily a, polypeptide 8","Chr5: 128.733475","9.488","20.7","Chr5: 128.754736","-0.761"
"5450","ENSRNOG00000001806","Fetub","fetuin B","Chr11: 78.093021","16.812","20.7","Chr11: 78.236644","0.390"
"8773","ENSRNOG00000086899","LOC100910628","uncharacterized LOC100910628","Chr17: 27.350546","1.243","20.7","Chr17: 27.877255","0.782"
"10485","UNCHAR_LOC102553445","LOC102553445","uncharacterized LOC102553445","Chr20: 2.953611","4.361","20.7","Chr20: 2.611182","-0.751"
"10530","ENSRNOG00000079739","LOC102553657","uncharacterized LOC102553657","Chr1: 254.040656","3.250","20.7","Chr1: 254.116818","-0.787"
"28049","ENSRNOG00000002358","Scpep1","serine carboxypeptidase 1","Chr10: 73.732891","9.770","20.7","Chr10: 74.515870","-0.534"
"32818","ENSRNOG00000048898","Wasf3","WASP family member 3","Chr12: 8.660798","3.035","20.7","Chr12: 8.519571","-1.039"
"4598","UNCHAR_Eda2r","Eda2r","uncharacterized Eda2r","ChrX: 62.269332","4.348","20.6","Chr7: 120.551699","-1.063"
"8767","UNCHAR_LOC100910577","LOC100910577","uncharacterized LOC100910577","Chr7: 7.269878","6.035","20.6","Chr7: 5.080344","-0.608"
"10585","UNCHAR_LOC102553902","LOC102553902","uncharacterized LOC102553902","Chr16: 78.020943","3.377","20.6","Chr16: 77.866921","0.675"
"12645","UNCHAR_LOC108351885","LOC108351885","uncharacterized LOC108351885","Chr9: 10.025220","2.013","20.6","Chr9: 5.497561","-0.868"
"60","ENSRNOG00000066042","Abcb1b","ATP-binding cassette, sub-family B member 1B","Chr4: 25.325193","9.332","20.5","Chr7: 120.551699","-1.070"
"12279","UNCHAR_LOC108350502","LOC108350502","uncharacterized LOC108350502","Chr3: 141.273637","5.461","20.5","Chr10: 13.286123","0.611"
"22341","ENSRNOG00000011754","Myom2","myomesin 2","Chr16: 74.592657","0.983","20.5","Chr16: 74.331750","0.617"
"28833","ENSRNOG00000049955_2","Slc66a2","NPC1 like intracellular cholesterol transporter 1","Chr18: 73.702471","10.814","20.5","Chr18: 73.260752","0.403"
"79","ENSRNOG00000015538","Abcd2","ATP binding cassette subfamily D member 2","Chr7: 122.311641","3.251","20.4","Chr7: 122.125261","0.764"
"7145","ENSRNOG00000019519","Idnk","Idnk, gluconokinase","Chr17: 6.490779","7.551","20.4","Chr17: 5.904105","-0.411"
"28754","ENSRNOG00000004966","Slc38a11","solute carrier family 38, member 11","Chr3: 50.033614","0.156","20.4","Chr3: 49.827009","0.324"
"4273","ENSRNOG00000015581","Dnah6","dynein, axonemal, heavy chain 6","Chr4: 105.284360","3.792","20.3","Chr4: 104.785882","0.706"
"8869","UNCHAR_LOC100912066","LOC100912066","uncharacterized LOC100912066","Chr6: 22.373315","1.851","20.3","Chr6: 22.381910","0.708"
"28168","ENSRNOG00000002238","Sema5b","semaphorin 5B","Chr11: 65.225455","2.095","20.3","Chr11: 64.846426","-0.810"
"21271","ENSRNOG00000028047","Mecr","mitochondrial trans-2-enoyl-CoA reductase","Chr5: 144.029683","9.228","20.2","Chr5: 143.919137","0.354"
"30911","ENSRNOG00000036942","Tnfrsf9","TNF receptor superfamily member 9","Chr5: 161.381661","2.626","20.2","Chr5: 161.224488","-0.697"
"15808","ENSRNOG00000086576","LOC120096970","T cell receptor alpha variable 5-like","Chr15: 27.196883","1.106","20.1","Chr15: 27.318194","0.635"
"27997","ENSRNOG00000013279","Scd3","stearoyl-coenzyme A desaturase 3","Chr1: 243.093056","0.384","20.1","Chr1: 243.327780","0.540"
"3196","ENSRNOG00000004438","Cntn1","contactin 1","Chr7: 123.263145","1.261","20.0","Chr7: 123.722148","0.728"
"9266","UNCHAR_LOC102547840","LOC102547840","uncharacterized LOC102547840","Chr9: 12.415348","5.992","20.0","Chr9: 12.406679","0.554"
"19835","UNCHAR_LOC120103114","LOC120103114","uncharacterized LOC120103114","Chr5: 112.442855","3.392","20.0","Chr5: 112.457794","-0.619"
"22956","ENSRNOG00000004067","Nrcam","neuronal cell adhesion molecule","Chr6: 61.402812","5.311","20.0","Chr7: 120.551699","-0.886"
"29934","UNCHAR_Syne4","Syne4","spectrin repeat containing nuclear envelope family member 4","Chr1: 85.569408","5.738","20.0","Chr1: 84.965439","-0.583"
